,card,reports,age,income,share,expenditure,owner,selfemp,dependents,months,majorcards,active
651,yes,0,23.08333,3.0,0.02586333,63.99166,no,no,0,3,1,0
652,yes,0,31.33333,3.0,0.020658,51.645,yes,no,2,44,0,12
653,no,0,24.58333,2.0,0.0006,0.0,no,no,0,7,0,6
654,yes,0,36.5,3.5,0.2171703,633.4133,yes,no,0,95,1,17
655,yes,0,0.5833333,4.0,0.0726635,242.1283,yes,no,3,24,1,4
656,no,0,28.83333,2.58,0.000465116,0.0,yes,no,0,41,1,11
657,yes,0,45.58333,11.9999,0.02006617,200.4933,yes,yes,1,24,1,6
658,yes,1,0.5,3.7,0.01063703,32.46416,no,no,0,186,0,5
659,no,0,23.25,1.4340000000000002,0.00083682,0.0,yes,no,0,12,1,6
660,yes,0,38.91667,3.68,0.01952256,59.61917,yes,no,3,44,1,11
661,no,0,23.83333,2.55,0.000470588,0.0,yes,no,2,24,1,0
662,no,4,37.25,3.5,0.000342857,0.0,yes,no,2,15,1,9
663,yes,0,28.25,2.3,0.1644965,315.2017,yes,no,1,13,0,4
664,yes,0,26.25,3.1894,0.09721233,258.2908,no,no,0,10,1,11
665,yes,0,26.5,2.35,0.000510638,0.0,no,no,0,36,1,11
666,no,4,25.83333,1.97,0.000609137,0.0,no,no,0,7,1,6
667,yes,0,41.25,3.6,0.1525236,457.4875,yes,no,3,68,1,10
668,no,1,38.58333,3.2,0.000375,0.0,no,no,2,14,1,6
669,yes,0,34.75,2.0,0.0033,4.5833330000000005,yes,no,2,38,1,6
670,yes,0,31.5,2.85,0.3137003,745.0383,yes,no,2,30,1,11
671,yes,0,24.0,3.095,0.0698588,180.1775,yes,no,1,12,1,23
672,yes,0,25.16667,1.5,0.08980467,111.8392,yes,no,1,14,1,19
673,yes,0,57.08333,4.8,0.1534315,613.6425,yes,no,0,138,1,4
674,yes,0,23.83333,2.6,0.1539746,333.6117,no,no,0,6,1,0
675,yes,0,23.16667,2.85,0.08745825,207.7133,yes,no,1,50,0,8
676,yes,0,28.16667,3.35,0.07162478,199.3692,yes,no,0,18,1,2
677,yes,0,32.58333,1.8142,0.05414067,81.435,yes,no,0,9,1,22
678,yes,0,34.83333,3.6,0.03882722,116.315,yes,yes,4,48,1,8
679,no,0,31.08333,1.515,0.000792079,0.0,no,no,2,20,1,0
680,yes,0,24.83333,2.4,0.26509,530.18,no,no,1,24,1,13
681,no,0,38.66667,3.0,0.0004,0.0,no,no,0,36,0,2
682,no,7,36.91667,3.5,0.000342857,0.0,yes,no,2,60,1,7
683,yes,0,29.75,3.0,0.046713,116.4492,yes,no,1,12,1,8
684,yes,0,34.75,2.34,0.1833798999999999,357.5908,yes,no,0,108,0,11
685,yes,0,25.08333,2.1,0.1227771,214.86,no,no,0,26,1,17
686,yes,0,22.16667,1.6,0.1506275,200.5867,yes,no,0,27,1,3
687,yes,0,26.66667,2.216,0.03075632,56.463330000000006,no,no,0,10,1,2
688,yes,0,32.0,3.65,0.006082192,17.66667,yes,no,2,20,1,17
689,no,6,39.33333,3.2,0.000375,0.0,no,no,0,88,1,7
690,no,0,30.91667,2.6,0.000461539,0.0,no,no,0,5,0,0
691,yes,1,60.08333,6.1,0.0943482,479.4367,yes,no,1,244,1,14
692,no,2,36.41667,3.0,0.0004,0.0,no,no,0,74,1,16
693,yes,0,36.91667,4.5,0.08238,308.925,yes,no,0,60,1,16
694,yes,0,28.83333,2.184,0.07956502,144.6417,yes,no,0,5,1,14
695,no,0,66.5,3.25,0.000369231,0.0,yes,no,3,300,1,13
696,yes,0,35.16667,2.2,0.1334473,244.6533,yes,no,1,13,1,9
697,yes,0,74.16666,2.8065,0.01688936,38.83333,yes,no,0,511,1,10
698,yes,0,28.41667,2.4304,0.2284344,462.6558,yes,no,2,29,1,17
699,yes,0,55.16667,6.7,0.03858522,214.9342,yes,no,1,300,1,13
700,no,1,38.33333,4.0,0.0003,0.0,yes,yes,3,40,1,7
701,no,0,37.83333,5.16,0.000232558,0.0,yes,yes,0,86,1,1
702,yes,0,39.66667,5.1,0.05751137,244.4233,yes,no,3,132,1,15
703,yes,0,44.58333,4.2,0.03867167,135.1842,yes,no,2,150,0,2
704,yes,0,30.75,5.6,0.03980107,185.7383,yes,no,0,1,0,8
705,yes,0,23.41667,1.86,0.2670520999999999,413.5975,no,no,0,3,1,4
706,no,0,27.41667,1.64,0.000731707,0.0,no,no,0,104,1,0
707,yes,0,51.91667,6.8,0.002705882,14.666670000000002,no,no,0,38,0,5
708,yes,0,22.83333,1.8468,0.011423,16.91333,no,no,0,48,1,4
709,no,0,22.5,1.8,0.000666667,0.0,no,no,2,4,1,0
710,no,1,36.83333,3.0,0.0004,0.0,yes,no,1,12,1,16
711,yes,0,36.41667,2.2,0.01145455,20.33333,yes,no,0,77,1,0
712,no,1,22.75,1.8,0.000666667,0.0,no,no,0,6,1,2
713,yes,0,32.0,2.6,0.002961538,5.5833330000000005,no,no,0,84,1,21
714,no,0,27.08333,2.0,0.0006,0.0,no,no,0,24,1,4
715,yes,0,38.33333,5.0,0.0572476,238.365,yes,no,3,9,1,0
716,yes,0,28.66667,4.22,0.08559075,300.9942,yes,no,1,22,1,3
717,yes,0,38.16667,4.0188,0.1649273,552.3417,no,no,3,102,0,3
718,yes,0,26.08333,3.0,0.045469,113.5892,no,no,0,28,1,8
719,yes,0,22.0,3.1532,0.03821515,99.91666,no,no,0,14,0,3
720,yes,0,23.5,2.8,0.06339286,147.3333,no,no,0,64,1,8
721,yes,0,29.58333,2.86,0.2015342999999999,480.3233,no,no,0,47,1,1
722,yes,0,23.08333,2.04,0.1794971,304.895,no,no,0,12,1,9
723,yes,0,33.83333,3.5,0.02189943,63.45667,yes,no,0,12,1,8
724,yes,0,64.58334,7.125,0.02533895,149.7,yes,no,1,241,1,8
725,no,0,23.5,2.5,0.00048,0.0,no,no,0,36,0,0
726,yes,0,23.83333,3.3,0.06044576,166.0592,no,no,0,2,1,5
727,yes,0,36.91667,2.2,0.08092181,148.19,no,no,1,8,1,4
728,yes,1,38.25,3.2,0.04545781,121.2208,yes,no,1,84,0,12
729,yes,0,22.0,4.0,0.0480585,160.0283,yes,no,0,27,1,4
730,yes,0,38.5,5.5689,0.04341593,201.4825,no,no,3,30,1,7
731,yes,0,36.58333,7.0,0.01020614,59.11917,yes,no,3,18,1,5
732,no,1,26.25,2.3,0.000521739,0.0,no,no,0,66,1,3
733,yes,0,21.5,5.5,0.07795545,356.8792,no,no,0,50,1,0
734,yes,1,41.41667,2.5,0.07657401,159.1958,no,yes,2,131,0,3
735,no,1,40.83333,2.5,0.00048,0.0,yes,no,1,96,1,8
736,yes,0,25.16667,8.0,0.01700675,112.8783,yes,no,2,18,1,0
737,yes,0,23.5,1.83,0.07156994,108.9775,no,no,1,12,0,10
738,yes,0,27.25,2.9,0.03821552,91.6875,no,no,0,9,0,3
739,no,3,38.75,4.7,0.000255319,0.0,yes,no,3,36,1,8
740,no,2,23.08333,1.725,0.000695652,0.0,no,no,0,204,0,5
741,no,0,37.25,1.5548,0.000771803,0.0,no,no,1,36,1,0
742,yes,0,41.58333,3.82,0.1451636,462.0208,no,no,2,36,1,2
743,yes,0,52.41667,2.4,0.06928459,138.5692,no,yes,1,96,1,2
744,yes,0,31.75,2.4,0.1869583,373.4167,no,no,1,54,0,1
745,yes,0,36.0,3.0,0.121849,304.6225,no,no,1,180,1,5
746,yes,0,21.41667,1.6,0.2893312,385.775,no,no,0,192,1,3
747,yes,0,42.08333,2.68,0.1430284,319.43,no,no,1,84,1,0
748,yes,0,32.33333,6.3,0.08876603,465.9383,no,yes,4,60,1,7
749,yes,0,24.25,1.6,0.04509,59.78667,no,no,0,43,1,2
750,yes,0,32.25,2.6,0.07879038,170.4625,no,no,1,76,0,3
751,yes,0,28.91667,2.1,0.1384924,242.195,no,no,2,24,1,7
752,no,1,28.33333,1.9324,0.000620989,0.0,no,no,2,74,1,4
753,yes,0,23.16667,2.5,0.2298219999999999,478.7125,yes,no,0,12,1,4
754,no,1,44.58333,1.8,0.000666667,0.0,no,yes,0,60,1,2
755,yes,0,31.41667,3.56,0.03320618,98.345,no,no,0,72,1,9
756,yes,0,24.91667,3.4,0.1063297,301.0175,no,no,0,17,1,7
757,yes,0,28.25,2.55,0.2395941,509.0542,no,no,1,90,1,3
758,yes,0,47.41667,4.92,0.0448939,183.8983,yes,yes,1,288,1,14
759,yes,0,26.41667,3.9,0.01446872,46.52333,no,no,0,30,1,13
760,yes,0,37.08333,5.2,0.05915846,256.1867,no,no,0,12,0,0
761,yes,0,54.41667,9.0,0.06282978,470.9733,yes,no,3,147,1,6
762,yes,0,35.25,6.0,0.4582348,2291.174,no,no,2,10,1,0
763,yes,0,35.5,7.5,0.0205616,128.4267,yes,no,4,19,1,12
764,yes,0,44.5,9.0,0.2599927,1949.862,no,no,2,4,1,7
765,yes,0,20.16667,2.1,0.1538495,269.1533,no,no,1,27,0,6
766,yes,0,23.75,3.0,0.016826,41.48167,no,no,3,18,1,3
767,yes,0,27.58333,2.6,0.03666654,79.36083,no,no,0,168,1,5
768,yes,0,54.75,5.48,0.1342037,612.8633,yes,no,1,146,1,4
769,yes,0,40.33333,8.2,0.02820012,192.4508,yes,no,3,172,1,15
770,yes,1,32.83333,2.5,0.1573136,327.7367,no,no,0,147,1,3
771,yes,0,28.5,3.0,0.07104634,177.6158,yes,no,0,20,1,0
772,yes,0,35.5,6.5,0.067598,365.9058,yes,no,0,6,1,0
773,yes,1,56.75,7.572,0.006669308,41.33333,yes,yes,2,39,1,18
774,yes,1,28.16667,2.0,0.0518389999999999,86.14833,no,no,1,61,1,2
775,no,3,31.0,3.25,0.000369231,0.0,no,no,1,72,1,7
776,no,2,24.0,3.0,0.0004,0.0,no,no,0,24,1,4
777,yes,0,40.75,7.0,0.06458829,376.765,no,no,3,6,1,2
778,no,7,33.0,7.5,0.00016,0.0,no,no,0,24,1,8
779,yes,0,38.41667,3.8,0.05987158,189.1767,yes,no,0,23,1,6
780,yes,0,25.91667,3.7,0.08436351,260.1208,yes,no,0,236,1,6
781,yes,0,33.16667,3.4,0.1436397,406.9792,yes,no,1,36,1,7
782,no,1,27.91667,2.85,0.000421053,0.0,no,no,0,60,0,7
783,yes,0,28.33333,2.6,0.05487154,118.7217,no,no,0,33,1,4
784,yes,0,22.08333,1.5659999999999998,0.07067624,91.7325,no,no,0,18,1,1
785,yes,0,24.25,1.8,0.1336027999999999,200.2375,yes,no,0,151,1,5
786,yes,0,39.41667,3.1,0.1696903,438.3667,yes,no,2,18,1,3
787,no,0,25.41667,1.5,0.0008,0.0,no,yes,4,48,0,1
788,yes,1,19.0,2.19,0.3406356,621.66,no,no,0,59,1,2
789,yes,0,31.25,5.5,0.0708629,324.705,yes,no,3,6,1,7
790,yes,0,31.91667,4.4,0.04042523,148.0592,yes,no,2,72,1,8
791,yes,0,33.25,3.0,0.3761903,940.3925,yes,no,2,97,1,4
792,yes,1,26.33333,2.95,0.1325831,325.85,no,no,0,24,1,5
793,yes,0,26.66667,1.6,0.02353625,30.54833,yes,no,0,24,1,5
794,yes,0,22.41667,2.0,0.115791,192.8183,no,no,0,8,1,8
795,yes,0,25.08333,2.8542,0.1362319,324.0275,no,yes,1,42,1,3
796,yes,0,26.66667,2.2,0.05026682,91.98917,no,no,0,42,1,8
797,yes,0,29.41667,3.65,0.08789534,267.3483,no,no,0,24,1,17
798,no,9,35.08333,1.7,0.000705882,0.0,no,no,0,90,1,10
799,yes,0,57.33333,1.65,0.009515151,12.25,no,no,0,24,1,3
800,yes,0,52.16667,2.66,0.04462218,98.57916,yes,no,3,228,1,0
801,yes,0,41.83333,2.75,0.019072,43.20667,yes,no,1,136,0,9
802,yes,0,39.41667,1.56,0.04665384,60.06667,no,no,0,25,1,3
803,no,1,56.75,8.0,0.00015,0.0,yes,no,0,408,1,7
804,yes,0,28.25,2.0272,0.1110255,187.1425,yes,no,1,91,1,1
805,yes,0,38.08333,4.0,0.0092175,29.975,yes,no,0,16,1,8
806,yes,0,55.08333,6.7,0.07986075,445.8058,yes,no,0,35,1,0
807,yes,0,29.33333,2.5,0.1795447999999999,374.0517,yes,no,0,70,1,9
808,yes,0,19.83333,3.0,0.0004,0.0,no,no,0,49,1,3
809,yes,0,25.25,3.2,0.04542718,121.0558,no,no,0,4,1,6
810,yes,0,27.25,3.18,0.09087579,240.8208,no,no,2,12,0,0
811,yes,0,27.5,3.2,0.03100344,82.3425,yes,no,0,23,1,9
812,yes,1,26.0,1.7305,0.09120428,131.5242,no,no,0,8,1,10
813,yes,0,25.91667,2.4,0.1078696,215.7392,no,no,0,150,1,18
814,no,1,32.25,2.25,0.000533333,0.0,no,no,1,42,0,13
815,yes,0,43.33333,3.9495,0.1571475,517.2117,yes,no,6,3,0,0
816,yes,0,34.91667,3.0,0.01464867,36.205,no,no,1,30,0,2
817,yes,0,27.75,2.65,0.07259849,159.655,no,no,0,8,1,0
818,no,5,28.0,2.236,0.000536673,0.0,no,no,0,72,1,11
819,yes,0,39.41667,4.7,0.06314021,247.2992,yes,no,4,12,1,10
820,yes,0,40.83333,3.48,0.00768908,21.715,no,no,0,28,1,22
821,yes,0,23.33333,2.55,0.007960784,16.25,no,no,1,6,1,0
822,yes,1,43.58333,2.77,0.04364765,100.3367,yes,no,0,44,1,14
823,yes,0,47.83333,3.1131,0.02505766,64.75584,no,no,0,7,1,16
824,yes,0,18.75,1.968,0.06387195,103.9167,no,no,0,64,0,1
825,yes,1,21.16667,1.8,0.1925344,288.8017,no,no,0,192,1,8
826,no,1,54.83333,9.4,0.00012766,0.0,yes,no,1,94,0,2
827,yes,0,35.5,5.5,0.01289636,58.60833,no,no,0,36,1,2
828,no,0,24.16667,1.5,0.0008,0.0,no,no,0,18,1,0
829,yes,0,24.83333,2.7,0.1720774,387.1742,no,no,1,18,1,4
830,yes,0,23.83333,2.35,0.06976553,136.0408,no,no,0,25,1,9
831,yes,0,39.91667,4.6,0.02751957,105.325,no,no,2,4,1,1
832,yes,0,31.75,10.9999,0.01070092,97.42416,no,no,0,12,1,0
833,yes,0,62.5,2.6545,0.1037453,229.4933,no,no,0,100,1,1
834,yes,1,36.33333,7.35,0.07122857,436.275,no,no,0,51,0,14
835,yes,0,23.0,3.2,0.01710906,45.12417,no,no,0,14,1,0
836,yes,0,28.33333,6.2,0.06892936,355.9683,yes,no,0,18,1,9
837,yes,1,38.0,3.27,0.2386927,650.4375,no,no,2,7,1,3
838,yes,2,49.16667,3.7,0.143523,442.4458,no,no,4,216,1,11
839,yes,0,50.91667,1.75,0.2131486,310.8417,no,no,0,36,1,1
840,no,0,23.58333,2.425,0.000494845,0.0,no,yes,2,132,1,1
841,no,1,29.0,2.7,0.000444444,0.0,no,no,1,347,0,1
842,yes,0,45.25,3.7,0.1384322,426.8325,no,no,0,24,1,2
843,yes,0,31.66667,3.2,0.01378125,36.25,no,no,1,12,1,1
844,yes,0,31.83333,3.1,0.1304741999999999,337.0583,no,no,1,52,1,3
845,no,0,37.58333,9.0,0.000133333,0.0,no,no,0,132,1,0
846,yes,3,27.58333,5.5,0.2204731,1010.502,no,yes,0,72,1,11
847,no,0,36.08333,4.1,0.000292683,0.0,yes,no,2,30,1,0
848,yes,0,38.33333,3.0,0.2273639999999999,568.2433,yes,no,0,46,1,2
849,yes,0,25.5,2.8,0.1980021,461.9217,no,no,0,66,1,3
850,yes,0,41.5,5.1,0.03296432,140.015,no,no,1,63,1,4
851,yes,0,34.58333,7.0,0.03546543,206.3817,no,yes,6,63,1,3
852,yes,0,24.5,2.3040000000000003,0.3747426,719.5059,no,no,0,76,1,2
853,yes,0,32.16667,2.3,0.2000322,383.3117,no,no,1,63,1,6
854,no,1,24.58333,1.9,0.000631579,0.0,no,no,1,14,0,4
855,yes,0,23.83333,2.3,0.1386009,265.6517,no,no,0,6,1,3
856,no,1,22.66667,1.5,0.0008,0.0,no,no,3,14,1,4
857,yes,0,26.08333,2.375,0.142851,282.7258,no,yes,1,114,1,1
858,yes,0,30.16667,2.8,0.1643857,383.5667,no,no,0,12,1,6
859,yes,0,27.08333,2.5224,0.2354364999999999,494.8875,no,no,1,100,1,3
860,yes,0,27.16667,2.2,0.007309545,12.65083,no,no,0,60,0,2
861,yes,0,32.41667,3.2,0.1192053,317.4642,no,no,0,30,1,1
862,yes,0,32.5,3.7,0.003456757,9.741667,no,no,0,86,1,8
863,yes,0,46.0,1.8,0.0335,49.41667,no,no,1,168,1,2
864,no,2,47.0,2.35,0.000510638,0.0,no,no,0,159,1,4
865,yes,0,22.75,1.82,0.5418599000000001,821.8208,no,no,0,93,1,2
866,yes,0,42.08333,5.5,0.07068036,323.9517,no,no,0,98,1,4
867,no,12,30.41667,2.6,0.000461539,0.0,no,no,0,228,1,14
868,yes,0,21.41667,2.15,0.2658507,476.3158,no,no,0,30,1,0
869,yes,0,36.66667,3.8,0.03591921,112.9942,yes,no,3,77,1,4
870,yes,0,37.16667,2.0,0.0269279999999999,44.46333,no,no,1,38,0,3
871,yes,2,26.58333,2.45,0.1217171,248.5058,no,no,0,5,1,15
872,yes,1,46.41667,3.5,0.1096431,319.7925,yes,no,1,121,0,5
873,yes,0,25.58333,2.8,0.3252597,758.9391,no,no,0,2,1,7
874,yes,1,30.33333,1.99,0.2490915,412.9933,no,no,0,82,1,8
875,no,0,27.5,2.0,0.0006,0.0,no,no,0,48,1,0
876,yes,0,21.0,2.1,0.07551762,131.9892,yes,no,0,194,1,5
877,yes,0,20.0,2.79,0.02268351,52.48917,no,no,0,86,1,5
878,yes,0,23.25,2.32,0.1166047,225.2692,no,no,0,3,1,8
879,yes,0,45.08333,4.6,0.07776695,298.0233,no,no,2,72,1,5
880,no,1,26.5,2.0,0.0006,0.0,yes,no,2,60,1,7
881,yes,0,29.75,3.0,0.06942033,173.4675,no,no,1,60,1,1
882,yes,0,52.33333,3.3280000000000003,0.02882272,79.685,yes,no,1,243,1,3
883,yes,0,41.66667,2.4752,0.06724951,138.5467,no,no,2,222,0,10
884,yes,0,22.75,4.3,0.1578128,565.3292,no,no,0,12,1,11
885,no,0,33.0,1.77,0.000677966,0.0,no,no,0,102,1,1
886,yes,1,29.83333,2.45,0.1085196,220.8942,no,no,2,84,1,13
887,yes,0,20.25,1.85,0.3426108,527.9417,yes,no,0,96,1,2
888,yes,0,26.08333,2.23,0.05652018,104.7833,no,no,0,12,1,1
889,no,0,22.5,2.5,0.00048,0.0,no,no,3,30,0,0
890,yes,3,32.83333,3.5091,0.1596184,466.3475,no,no,0,22,1,9
891,yes,0,27.33333,3.2875,0.03242008,88.8175,no,no,1,54,1,12
892,yes,0,28.5,4.232,0.1239747,437.1342,no,yes,0,30,1,5
893,no,1,36.91667,1.85,0.000648649,0.0,no,no,2,192,1,2
894,yes,0,26.0,2.2,0.06259273,114.2533,no,no,1,28,1,10
895,no,0,41.83333,3.5,0.000342857,0.0,no,no,0,54,1,0
896,yes,0,23.75,3.0,0.1172833,293.0417,no,no,0,14,1,0
897,yes,0,25.25,1.8,0.4559922999999999,683.9883,yes,no,0,98,1,2
898,yes,0,25.66667,1.7,0.08007,113.0992,no,no,1,27,1,8
899,yes,0,29.0,5.5,0.062952,288.3633,no,no,2,18,1,3
900,yes,0,40.58333,2.5685,0.05233015,111.675,no,no,0,54,1,3
901,no,2,59.0,3.5,0.000342857,0.0,no,no,0,365,0,5
902,yes,0,37.41667,2.5,0.0726416,151.3367,no,no,0,15,1,2
903,yes,0,30.83333,3.3026,0.001998425,4.5833330000000005,no,no,1,90,1,4
904,yes,0,29.83333,2.25,0.106824,199.795,no,no,0,36,1,0
905,yes,1,32.5,10.0,0.03704,308.25,yes,no,3,35,1,4
906,yes,0,25.5,2.9,0.08015586,193.2933,no,no,0,2,1,0
907,no,2,36.33333,2.95,0.00040678,0.0,no,no,1,72,1,3
908,no,0,25.33333,1.6,0.00075,0.0,no,no,0,93,1,0
909,yes,0,28.5,3.4,0.02121324,59.85417,no,no,0,207,1,4
910,no,4,22.0,2.1,0.000571429,0.0,yes,no,0,209,1,10
911,yes,0,27.58333,3.2,0.1177561999999999,313.4333,no,no,0,24,1,2
912,no,0,29.33333,3.5,0.000342857,0.0,no,no,6,0,1,2
913,yes,0,31.5,2.47,0.09478866,195.0233,no,no,3,94,1,2
914,yes,0,27.66667,2.6,0.07505192,162.4458,no,no,2,60,1,6
915,no,2,39.16667,4.0248,0.000298152,0.0,no,no,1,84,1,4
916,yes,0,22.66667,2.1,0.1797089999999999,314.4908,no,no,0,12,0,4
917,yes,0,30.08333,1.95,0.1804297999999999,292.9483,no,no,0,50,1,10
918,no,0,34.16667,3.5995,0.00033338,0.0,no,no,4,14,1,0
919,no,2,42.83333,3.7,0.000324324,0.0,no,no,4,84,0,3
920,yes,0,31.58333,3.0,0.2136177,533.6275,no,no,0,7,1,1
921,yes,0,32.33333,4.5,0.09166333,343.6542,no,no,0,48,1,4
922,no,11,24.75,2.3,0.000521739,0.0,no,no,0,24,1,12
923,yes,0,45.16667,3.5,0.13624,397.0333,yes,no,0,234,0,2
924,yes,0,25.41667,2.1,0.04128572,71.66666,yes,no,0,44,1,5
925,yes,0,40.75,5.0,0.1209914,503.5475,no,no,0,38,1,19
926,yes,0,40.16667,2.45,0.07000694,142.5142,no,no,0,180,1,0
927,yes,0,41.41667,3.5,0.003142857,8.333333,no,no,1,120,1,9
928,yes,0,24.5,2.5,0.2339912,487.4817,no,no,0,15,0,1
929,no,11,30.33333,3.6,0.000333333,0.0,no,no,0,108,1,16
930,yes,0,25.16667,2.656,0.1594194,352.8483,yes,no,0,96,1,0
931,no,0,28.33333,2.5,0.00048,0.0,no,no,0,82,1,0
932,no,0,28.41667,2.0,0.0006,0.0,no,no,0,108,1,0
933,yes,0,25.08333,3.52,0.02107955,61.16667,no,no,0,15,1,3
934,yes,1,23.25,1.8769,0.3536299,553.1067,no,no,0,12,1,3
935,yes,0,21.25,2.25,0.03186978,59.08916,no,no,0,15,1,1
936,yes,0,39.83333,1.7123,0.0930713,132.4717,no,no,0,72,1,0
937,yes,0,25.75,4.0,0.026998,89.82667,no,no,0,60,0,5
938,yes,0,25.25,2.16,0.02055556,36.33333,no,no,0,38,0,2
939,yes,2,40.41667,3.3,0.03977939,108.9767,no,no,1,58,1,14
940,yes,0,37.66667,7.0,0.01116743,64.56,yes,no,3,96,1,5
941,yes,0,25.25,2.1,0.1102229,192.64,no,no,0,4,1,8
942,yes,0,41.66667,3.0,0.05293967,131.7658,yes,no,0,166,1,7
943,yes,1,24.25,3.5,0.06996286,203.8917,no,no,0,60,1,11
944,no,0,22.91667,2.07,0.00057971,0.0,no,no,0,1,1,0
945,yes,0,19.0,2.8,0.1672142999999999,390.1667,yes,no,0,10,0,0
946,yes,0,57.08333,5.0,0.00024,0.0,yes,yes,0,144,1,7
947,yes,0,33.91667,2.1888,0.1483196,270.3683,no,no,0,15,1,7
948,no,14,48.25,2.0,0.0006,0.0,yes,no,1,120,1,15
949,yes,1,48.75,2.7,0.000444444,0.0,no,yes,0,120,1,3
950,yes,0,28.91667,2.69,0.1571033,352.1733,no,no,1,62,0,0
951,yes,1,40.83333,3.73,0.05783512,179.7708,yes,no,1,151,1,7
952,yes,0,32.83333,2.0,0.0938035,156.0892,yes,no,2,8,0,2
953,yes,0,44.33333,4.3,0.01639512,57.91583000000001,yes,no,3,156,1,9
954,yes,0,38.16667,5.5,0.04493018,205.5133,yes,no,4,99,1,9
955,yes,0,37.33333,5.92,0.03028024,149.2992,yes,no,2,48,1,7
956,yes,1,44.25,7.6,0.04906355,310.7358,yes,no,6,207,1,11
957,yes,0,18.16667,2.82,0.0418539,97.94,no,no,0,2,0,1
958,yes,0,24.58333,2.2,0.06938273,127.1183,yes,no,0,229,0,1
959,yes,0,47.5,2.6611,0.09956446,220.7925,yes,no,0,269,1,8
960,no,3,31.66667,7.5,0.00016,0.0,no,no,0,30,1,7
961,yes,0,33.08333,4.0,0.2564355,854.785,yes,no,2,42,1,4
962,yes,0,31.58333,6.5,0.1113085,602.9208,yes,no,2,12,1,6
963,yes,0,38.41667,5.6,0.0934841,436.2592,yes,no,4,114,0,7
964,no,0,19.58333,2.1,0.000571429,0.0,no,no,0,124,1,2
965,yes,0,35.33333,4.5,0.01804822,67.0975,yes,no,1,14,1,0
966,yes,0,29.25,2.51,0.04510837,94.26833,no,no,1,12,0,0
967,yes,2,46.0,10.032,0.01013447,84.39083000000001,yes,no,2,134,1,15
968,yes,0,19.91667,3.5,0.06020943,175.4442,no,no,1,24,1,3
969,yes,0,22.83333,3.5,0.04541571,132.1292,no,yes,0,8,1,3
970,yes,0,24.33333,3.9,0.09410384,305.8375,no,no,2,27,1,0
971,yes,0,18.5,2.5,0.2115316,440.6908,no,no,0,4,0,1
972,yes,0,49.16667,5.2,0.146526,634.8625,yes,no,1,303,1,11
973,no,0,47.75,1.5,0.0008,0.0,yes,no,0,60,1,0
974,yes,0,49.16667,9.9999,0.01116311,92.44167,yes,no,4,218,0,12
975,yes,0,57.58333,4.1,0.08389854,286.57,yes,no,3,121,1,15
976,yes,0,24.58333,2.2,0.06601682,121.0308,no,no,0,22,1,6
977,yes,0,26.41667,4.38,0.03736278,136.1242,yes,no,5,24,1,6
978,no,5,38.25,2.4852,0.000482858,0.0,no,no,2,24,1,10
979,yes,1,29.58333,6.6,0.09274364,510.09,yes,no,0,24,1,14
980,yes,1,30.66667,2.74,0.01856679,42.31083,yes,no,3,76,1,8
981,yes,1,58.91667,2.7,0.003222222,6.416667,yes,no,0,252,1,8
982,yes,0,38.5,3.2618,0.00294316,7.0833330000000005,no,no,4,18,1,0
983,yes,0,45.66667,5.8,0.03306483,159.73,yes,no,0,118,1,6
984,yes,0,25.83333,2.5,0.0598015999999999,124.5033,no,no,0,6,0,0
985,yes,0,30.0,3.5,0.3527866,1028.961,yes,no,0,6,0,2
986,no,0,80.16666,1.5,0.0008,0.0,no,no,0,24,1,0
987,no,0,25.58333,1.75,0.000685714,0.0,no,no,0,108,0,0
988,no,5,40.08333,4.4,0.000272727,0.0,yes,no,1,84,1,15
989,yes,0,42.08333,4.7,0.01847894,71.95917,yes,yes,3,150,1,2
990,yes,0,49.0,3.3,0.04070939,111.6175,yes,no,0,252,1,0
991,yes,0,44.0,5.8,0.07990742,386.0525,yes,no,4,25,1,16
992,no,1,43.16667,5.32,0.000225564,0.0,yes,no,5,110,1,7
993,yes,0,25.0,2.4,0.0315875,62.50833000000001,no,no,0,192,1,9
994,yes,0,43.83333,3.25,0.05890216,159.36,yes,no,2,109,1,6
995,yes,0,24.5,3.06,0.1705402,434.8775,no,no,0,3,1,0
